,Account_Num,Provider_Num,Similar Score,Facility Name,Provider Name,Address,Provider Street Address
9608005,61552,153305,1.0,MAYO CLINIC HOSPITAL,MAYO CLINIC HOSPITAL ROCHESTER,5777 EAST MAYO BOULEVARD,1216 SECOND STREET SOUTHWEST
5127351,16885,341210,1.0,MEMORIAL MEDICAL CENTER,ORANGE COAST MEMORIAL MEDICAL CENTER,701 N FIRST ST,9920 TALBERT AVENUE
10114621,55829,400881,1.0,UNIVERSITY HOSPITAL,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,150 BERGEN ST,601 W SECOND ST
3454376,60465,230225,1.0,MEMORIAL HOSPITAL,BAPTIST MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,6019 WALNUT GROVE ROAD
10114637,55829,723760,1.0,UNIVERSITY HOSPITAL,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,150 BERGEN ST,2401 UNIVERSITY AVE
10114656,55829,723503,1.0,UNIVERSITY HOSPITAL,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,150 BERGEN ST,11700 N MERIDIAN ST
4613205,83304,493880,1.0,MEMORIAL HOSPITAL,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,1401 WEST LOCUST,200 HWY 30 WEST
10114761,55829,590005,1.0,UNIVERSITY HOSPITAL,UNIVERSITY OF KENTUCKY HOSPITAL,150 BERGEN ST,800 ROSE STREET
10114660,55829,236626,1.0,UNIVERSITY HOSPITAL,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,150 BERGEN ST,5165 MCCARTY LN
5127343,16885,782114,1.0,MEMORIAL MEDICAL CENTER,SADDLEBACK MEMORIAL MEDICAL CENTER,701 N FIRST ST,24451 HEALTH CENTER DRIVE
4613208,83304,668062,1.0,MEMORIAL HOSPITAL,MEMORIAL HOSPITAL AT GULFPORT,1401 WEST LOCUST,4500 13TH ST-P O BOX 1810
3454360,60465,623471,1.0,MEMORIAL HOSPITAL,BLOUNT MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,907 E LAMAR ALEXANDER PARKWAY
10114677,55829,708574,1.0,UNIVERSITY HOSPITAL,UNIVERSITY OF IOWA HOSPITAL & CLINICS,150 BERGEN ST,200 HAWKINS DRIVE
10114705,55829,250528,1.0,UNIVERSITY HOSPITAL,UNIVERSITY OF KANSAS HOSPITAL,150 BERGEN ST,3901 RAINBOW BLVD
3454786,60465,464997,1.0,MEMORIAL HOSPITAL,AURORA MEMORIAL HOSPITAL BURLINGTON,715 SOUTH TAFT AVENUE,252 MCHENRY ST
3454791,60465,683494,1.0,MEMORIAL HOSPITAL,FORT MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,611 SHERMAN AVE E
6846538,71440,422272,1.0,MEMORIAL HOSPITAL,MEMORIAL HOSPITAL OF SALEM COUNTY,209 NORTHWEST 8TH STREET,310 WOODSTOWN ROAD
5208319,33716,344869,1.0,MEMORIAL HOSPITAL,DELTA COUNTY MEMORIAL HOSPITAL,1900 STATE ST,1501 E 3RD STREET
4626191,92635,740270,1.0,GOOD SAMARITAN HOSPITAL,ADVOCATE GOOD SAMARITAN HOSPITAL,375 DIXMYTH AVENUE,3815 HIGHLAND AVENUE
9465492,81438,555218,1.0,MEMORIAL HOSPITAL,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,1110 NORTH SARAH DEWITT DRIVE,509 BILTMORE AVE
14115183,89565,496518,1.0,REGIONAL MEDICAL CENTER,DAVIS REGIONAL MEDICAL CENTER,709 W MAIN STREET,218 OLD MOCKSBVILLE RD PO BOX 1823
8126725,29110,229383,1.0,WASHINGTON REGIONAL MEDICAL CENTER,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BOULEVARD,610 SPARTA ROAD
14115186,89565,873755,1.0,REGIONAL MEDICAL CENTER,HALIFAX REGIONAL MEDICAL CENTER INC,709 W MAIN STREET,250 SMITH CHURCH RD
9465495,81438,692719,1.0,MEMORIAL HOSPITAL,SCOTLAND MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,500 LAUCHWOOD DR
6846661,71440,393793,1.0,MEMORIAL HOSPITAL,MASSENA MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,1 HOSPITAL DRIVE
9465496,81438,423132,1.0,MEMORIAL HOSPITAL,WAYNE MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,2700 WAYNE MEMORIAL DR
6846663,71440,130511,1.0,MEMORIAL HOSPITAL,BROOKS MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,529 CENTRAL AVENUE
14115194,89565,764477,1.0,REGIONAL MEDICAL CENTER,HAYWOOD REGIONAL MEDICAL CENTER,709 W MAIN STREET,262 LEROY GEORGE DRIVE
9465501,81438,876409,1.0,MEMORIAL HOSPITAL,MARGARET R PARDEE MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,800 N JUSTICE ST
10478976,37411,151328,1.0,WESTERN REGIONAL MEDICAL CENTER,WESTERN MARYLAND REGIONAL MEDICAL CENTER,14200 WEST CELEBRATE LIFE WAY,12500 WILLOWBROOK ROAD
14115180,89565,414509,1.0,REGIONAL MEDICAL CENTER,NEW HANOVER REGIONAL MEDICAL CENTER,709 W MAIN STREET,2131 S 17TH ST BOX 9000
14115175,89565,365679,1.0,REGIONAL MEDICAL CENTER,LAKE NORMAN REGIONAL MEDICAL CENTER,709 W MAIN STREET,171 FAIRVIEW ROAD
14115133,89565,682195,1.0,REGIONAL MEDICAL CENTER,SAMPSON REGIONAL MEDICAL CENTER,709 W MAIN STREET,607 BEAMAN ST
4846347,55417,413573,1.0,ST MARY MEDICAL CENTER,PROVIDENCE ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,401 W POPLAR ST
14115137,89565,238146,1.0,REGIONAL MEDICAL CENTER,CAROMONT REGIONAL MEDICAL CENTER,709 W MAIN STREET,2525 COURT DR
5127499,16885,828778,1.0,MEMORIAL MEDICAL CENTER,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,701 N FIRST ST,301 MEMORIAL MEDICAL PARKWAY
14115143,89565,576741,1.0,REGIONAL MEDICAL CENTER,SOUTHEASTERN REGIONAL MEDICAL CENTER,709 W MAIN STREET,300 W 27 ST  PO BOX 1408
5129048,16885,584068,1.0,MEMORIAL MEDICAL CENTER,CONEMAUGH MEMORIAL MEDICAL CENTER,701 N FIRST ST,1086 FRANKLIN STREET
14115148,89565,376007,1.0,REGIONAL MEDICAL CENTER,WILKES REGIONAL MEDICAL CENTER,709 W MAIN STREET,1370 WEST D ST
14115151,89565,507297,1.0,REGIONAL MEDICAL CENTER,ALAMANCE REGIONAL MEDICAL CENTER,709 W MAIN STREET,1240 HUFFMAN MILL RD
5471758,52839,811007,1.0,BAPTIST MEMORIAL HOSPITAL,BAPTIST MEMORIAL HOSPITAL UNION CITY,6019 WALNUT GROVE ROAD,"1201 BISHOP ST, PO BOX 310"
5464849,85600,806254,1.0,MEMORIAL HOSPITAL,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,1204 MOUND ST,701 WEST NORTH AVE
14115163,89565,428147,1.0,REGIONAL MEDICAL CENTER,SANDHILLS REGIONAL MEDICAL CENTER,709 W MAIN STREET,1000 WEST HAMLET AVENUE
6642642,44822,177804,1.0,COMMUNITY HOSPITAL,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND,901 MACARTHUR BLVD,3200 PLEASANT VALLEY ROAD
14115169,89565,771239,1.0,REGIONAL MEDICAL CENTER,FRYE REGIONAL MEDICAL CENTER,709 W MAIN STREET,420 N CENTER ST
14115217,89565,183185,1.0,REGIONAL MEDICAL CENTER,FIRELANDS REGIONAL MEDICAL CENTER,709 W MAIN STREET,1111 HAYES AVENUE
9465506,81438,341360,1.0,MEMORIAL HOSPITAL,LENOIR MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,100 AIRPORT RD
9465510,81438,209414,1.0,MEMORIAL HOSPITAL,IREDELL MEMORIAL HOSPITAL INC,1110 NORTH SARAH DEWITT DRIVE,557 BROOKDALE DR  P O BOX 1828
14115327,89565,887160,1.0,REGIONAL MEDICAL CENTER,ST MARY'S REGIONAL MEDICAL CENTER,709 W MAIN STREET,305 SOUTH 5TH STREET
1424290,45243,719304,1.0,SUMMIT MEDICAL CENTER,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,6350 E 2ND STREET,2450 ASHBY AVENUE
9465531,81438,237044,1.0,MEMORIAL HOSPITAL,LEXINGTON MEMORIAL HOSPITAL INC,1110 NORTH SARAH DEWITT DRIVE,250 HOSPITAL DRIVE PO BOX 1817
9465532,81438,574939,1.0,MEMORIAL HOSPITAL,HUGH CHATHAM MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,180 PARKWOOD DR
6846687,71440,191486,1.0,MEMORIAL HOSPITAL,STRONG MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,601 ELMWOOD AVE
6586528,62545,700893,1.0,WASHINGTON HOSPITAL,GEORGE WASHINGTON UNIV HOSPITAL,2000 MOWRY AVE,900 23RD ST NW
5464856,85600,183714,1.0,MEMORIAL HOSPITAL,SHELBY MEMORIAL HOSPITAL,1204 MOUND ST,200 S CEDAR ST
9465561,81438,445144,1.0,MEMORIAL HOSPITAL,PERSON MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,615 RIDGE RD
1130527,83539,658957,1.0,ST VINCENT'S MEDICAL CENTER,ST VINCENT'S MEDICAL CENTER RIVERSIDE,2800 MAIN ST,1 SHIRCLIFF WAY
14115322,89565,779056,1.0,REGIONAL MEDICAL CENTER,GREAT PLAINS REGIONAL MEDICAL CENTER,709 W MAIN STREET,1801 WEST 3RD STREET
5208731,33716,453933,1.0,MEMORIAL HOSPITAL,ROCKFORD MEMORIAL HOSPITAL,1900 STATE ST,2400 NORTH ROCKTON AVENUE
5129058,16885,630136,1.0,MEMORIAL MEDICAL CENTER,POTTSTOWN MEMORIAL MEDICAL CENTER,701 N FIRST ST,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD
6846668,71440,489798,1.0,MEMORIAL HOSPITAL,AUBURN MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,17 LANSING STREET
6846670,71440,272929,1.0,MEMORIAL HOSPITAL,NICHOLAS H NOYES MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,111  CLARA BARTON STREET
14115254,89565,873933,1.0,REGIONAL MEDICAL CENTER,SPRINGFIELD REGIONAL MEDICAL CENTER,709 W MAIN STREET,100 MEDICAL CENTER DRIVE
14115263,89565,534253,1.0,REGIONAL MEDICAL CENTER,COSHOCTON REGIONAL MEDICAL CENTER,709 W MAIN STREET,1460 ORANGE STREET
9465512,81438,192835,1.0,MEMORIAL HOSPITAL,CALDWELL MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,321 MULBERRY ST SW
9465513,81438,436430,1.0,MEMORIAL HOSPITAL,ONSLOW MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,317 WESTERN BOULEVARD
6311126,70854,654802,1.0,MEMORIAL HOSPITAL,NEA BAPTIST MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,4800 EAST JOHNSON AVENUE
9465518,81438,251180,1.0,MEMORIAL HOSPITAL,MOREHEAD MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,117 E KINGS HIGHWAY
14115284,89565,629445,1.0,REGIONAL MEDICAL CENTER,ADENA REGIONAL MEDICAL CENTER,709 W MAIN STREET,272 HOSPITAL ROAD
14115288,89565,507120,1.0,REGIONAL MEDICAL CENTER,MERCY REGIONAL MEDICAL CENTER,709 W MAIN STREET,3700 KOLBE ROAD
14115293,89565,488859,1.0,REGIONAL MEDICAL CENTER,SALEM REGIONAL MEDICAL CENTER,709 W MAIN STREET,1995 EAST STATE STREET
6846678,71440,301134,1.0,MEMORIAL HOSPITAL,PHELPS MEMORIAL HOSPITAL ASSN,209 NORTHWEST 8TH STREET,701 NORTH BROADWAY
14115297,89565,691578,1.0,REGIONAL MEDICAL CENTER,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,709 W MAIN STREET,1341 NORTH CLARK STREET
6586534,62545,889339,1.0,WASHINGTON HOSPITAL,MEDSTAR WASHINGTON HOSPITAL CENTER,2000 MOWRY AVE,110 IRVING ST NW
14115125,89565,241677,1.0,REGIONAL MEDICAL CENTER,RUTHERFORD REGIONAL MEDICAL CENTER,709 W MAIN STREET,288 SOUTH RIDGECREST AVE
14115788,89565,318215,1.0,REGIONAL MEDICAL CENTER,CLEAR LAKE REGIONAL MEDICAL CENTER,709 W MAIN STREET,500 MEDICAL CENTER BLVD
14114875,89565,437659,1.0,REGIONAL MEDICAL CENTER,SAINT MARY'S REGIONAL MEDICAL CENTER,709 W MAIN STREET,235 W 6TH ST
14379810,26157,614010,1.0,JENNERSVILLE HOSPITAL,JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,1015 WEST BALTIMORE PIKE
9465426,81438,542580,1.0,MEMORIAL HOSPITAL,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,1110 NORTH SARAH DEWITT DRIVE,75 NORTH COUNTRY ROAD
6311097,70854,583613,1.0,MEMORIAL HOSPITAL,CHAMBERS MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,719 DETROIT STREET
6846602,71440,728294,1.0,MEMORIAL HOSPITAL,AURELIA OSBORN FOX MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,ONE NORTON AVENUE
14114910,89565,520836,1.0,REGIONAL MEDICAL CENTER,CAPE REGIONAL MEDICAL CENTER INC,709 W MAIN STREET,TWO STONE HARBOR BLVD
6846606,71440,674431,1.0,MEMORIAL HOSPITAL,COLUMBIA MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,71 PROSPECT AVENUE
6846607,71440,264631,1.0,MEMORIAL HOSPITAL,JONES MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,191 NORTH MAIN STREET
14114916,89565,220055,1.0,REGIONAL MEDICAL CENTER,ST JOSEPH'S REGIONAL MEDICAL CENTER,709 W MAIN STREET,703 MAIN ST
4709130,94574,875973,1.0,ST ELIZABETH HOSPITAL,ST ELIZABETH COMMUNITY HOSPITAL,1450 BATTERSBY AVENUE,2550 SISTER MARY COLUMBA DRIVE
14114921,89565,464457,1.0,REGIONAL MEDICAL CENTER,TRINITAS REGIONAL MEDICAL CENTER,709 W MAIN STREET,225 WILLIAMSON STREET
14114877,89565,844906,1.0,REGIONAL MEDICAL CENTER,CARSON TAHOE REGIONAL MEDICAL CENTER,709 W MAIN STREET,1600 MEDICAL PARKWAY
10803199,29535,527579,1.0,SOUTH SHORE HOSPITAL,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,55 FOGG ROAD,327 BEACH 19TH STREET
14115112,89565,169403,1.0,REGIONAL MEDICAL CENTER,CATSKILL REGIONAL MEDICAL CENTER,709 W MAIN STREET,68 HARRIS BUSHVILLE ROAD
9465411,81438,842628,1.0,MEMORIAL HOSPITAL,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,1110 NORTH SARAH DEWITT DRIVE,101 HOSPITAL ROAD
14114820,89565,217969,1.0,REGIONAL MEDICAL CENTER,POPLAR BLUFF REGIONAL MEDICAL CENTER,709 W MAIN STREET,3100 OAK GROVE ROAD
9465389,81438,728294,1.0,MEMORIAL HOSPITAL,AURELIA OSBORN FOX MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,ONE NORTON AVENUE
14114839,89565,834984,1.0,REGIONAL MEDICAL CENTER,BELTON REGIONAL MEDICAL CENTER,709 W MAIN STREET,17065 S 71 HIGHWAY
5464831,85600,724884,1.0,MEMORIAL HOSPITAL,WILCOX MEMORIAL HOSPITAL,1204 MOUND ST,3-3420 KUHIO HIGHWAY
14114848,89565,836455,1.0,REGIONAL MEDICAL CENTER,KALISPELL REGIONAL MEDICAL CENTER,709 W MAIN STREET,310 SUNNYVIEW LANE
14114859,89565,522277,1.0,REGIONAL MEDICAL CENTER,REGIONAL WEST MEDICAL CENTER,709 W MAIN STREET,4021 AVE B
6846568,71440,282016,1.0,MEMORIAL HOSPITAL,ALBANY MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,600 NORTHERN BOULEVARD
4613028,83304,743260,1.0,MEMORIAL HOSPITAL,STURDY MEMORIAL HOSPITAL,1401 WEST LOCUST,211 PARK STREET
9465393,81438,674431,1.0,MEMORIAL HOSPITAL,COLUMBIA MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,71 PROSPECT AVENUE
14114869,89565,510935,1.0,REGIONAL MEDICAL CENTER,KEARNEY REGIONAL MEDICAL CENTER,709 W MAIN STREET,804 22ND AVENUE
14114870,89565,334296,1.0,REGIONAL MEDICAL CENTER,RENOWN REGIONAL MEDICAL CENTER,709 W MAIN STREET,1155 MILL STREET
330918,24854,218046,1.0,ST JOSEPH HOSPITAL,ST JOSEPH WARREN HOSPITAL,1100 WEST STEWART DR,667 EASTLAND AVE SE
9465394,81438,264631,1.0,MEMORIAL HOSPITAL,JONES MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,191 NORTH MAIN STREET
14114942,89565,430006,1.0,REGIONAL MEDICAL CENTER,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,709 W MAIN STREET,1925 PACIFIC AVENUE
10747490,84764,398317,1.0,ST MARYS HOSPITAL,ST MARYS HOSPITAL MEDICAL CTR,1800 E LAKE SHORE DR,1726 SHAWANO AVE
5464843,85600,564657,1.0,MEMORIAL HOSPITAL,MADISON MEMORIAL HOSPITAL,1204 MOUND ST,450 EAST MAIN STREET
9465465,81438,301134,1.0,MEMORIAL HOSPITAL,PHELPS MEMORIAL HOSPITAL ASSN,1110 NORTH SARAH DEWITT DRIVE,701 NORTH BROADWAY
6311112,70854,589667,1.0,MEMORIAL HOSPITAL,DREW MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,778 SCOGIN DRIVE
6846639,71440,542580,1.0,MEMORIAL HOSPITAL,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,209 NORTHWEST 8TH STREET,75 NORTH COUNTRY ROAD
14115032,89565,557339,1.0,REGIONAL MEDICAL CENTER,ORANGE REGIONAL MEDICAL CENTER,709 W MAIN STREET,707 EAST MAIN STREET
9465474,81438,191486,1.0,MEMORIAL HOSPITAL,STRONG MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,601 ELMWOOD AVE
5464847,85600,481923,1.0,MEMORIAL HOSPITAL,ALTON MEMORIAL HOSPITAL,1204 MOUND ST,ONE MEMORIAL DRIVE
6311122,70854,254598,1.0,MEMORIAL HOSPITAL,SALINE MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,#1 MEDICAL PARK DRIVE
11914710,31777,630136,1.0,MEMORIAL MEDICAL CENTER,POTTSTOWN MEMORIAL MEDICAL CENTER,815 N VIRGINIA STREET,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD
11914700,31777,584068,1.0,MEMORIAL MEDICAL CENTER,CONEMAUGH MEMORIAL MEDICAL CENTER,815 N VIRGINIA STREET,1086 FRANKLIN STREET
10747472,84764,319394,1.0,ST MARYS HOSPITAL,COLUMBIA ST MARYS HOSPITAL MILWAUKEE,1800 E LAKE SHORE DR,2323 N LAKE DR
9465457,81438,272929,1.0,MEMORIAL HOSPITAL,NICHOLAS H NOYES MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,111  CLARA BARTON STREET
10747461,84764,391561,1.0,ST MARYS HOSPITAL,COLUMBIA ST MARYS HOSPITAL OZAUKEE,1800 E LAKE SHORE DR,13111 N PORT WASHINGTON RD
6846624,71440,842628,1.0,MEMORIAL HOSPITAL,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,209 NORTHWEST 8TH STREET,101 HOSPITAL ROAD
14114965,89565,112061,1.0,REGIONAL MEDICAL CENTER,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,709 W MAIN STREET,455 ST MICHAEL'S DRIVE
14114967,89565,381423,1.0,REGIONAL MEDICAL CENTER,GERALD CHAMPION REGIONAL MEDICAL CENTER,709 W MAIN STREET,2669 NORTH SCENIC DRIVE
14114968,89565,197144,1.0,REGIONAL MEDICAL CENTER,SAN JUAN REGIONAL MEDICAL CENTER,709 W MAIN STREET,801 WEST MAPLE STREET
9465448,81438,393793,1.0,MEMORIAL HOSPITAL,MASSENA MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,1 HOSPITAL DRIVE
9465450,81438,130511,1.0,MEMORIAL HOSPITAL,BROOKS MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,529 CENTRAL AVENUE
9465455,81438,489798,1.0,MEMORIAL HOSPITAL,AUBURN MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,17 LANSING STREET
14114972,89565,628707,1.0,REGIONAL MEDICAL CENTER,GILA REGIONAL MEDICAL CENTER,709 W MAIN STREET,1313 E 32ND ST
14114975,89565,315231,1.0,REGIONAL MEDICAL CENTER,PLAINS REGIONAL MEDICAL CENTER,709 W MAIN STREET,"2100 N MARTIN LUTHER KING, JR, BLVD"
10747344,84764,134565,1.0,ST MARYS HOSPITAL,BON SECOURS ST MARYS HOSPITAL,1800 E LAKE SHORE DR,5801 BREMO RD
14114980,89565,149910,1.0,REGIONAL MEDICAL CENTER,LEA REGIONAL MEDICAL CENTER,709 W MAIN STREET,5419 N LOVINGTON HIGHWAY
14114981,89565,106196,1.0,REGIONAL MEDICAL CENTER,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,709 W MAIN STREET,4311 EAST LOHMAN AVENUE
5464857,85600,688337,1.0,MEMORIAL HOSPITAL,COPLEY MEMORIAL HOSPITAL,1204 MOUND ST,2000 OGDEN AVENUE
6846705,71440,555218,1.0,MEMORIAL HOSPITAL,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,209 NORTHWEST 8TH STREET,509 BILTMORE AVE
14115670,89565,676961,1.0,REGIONAL MEDICAL CENTER,PETERSON REGIONAL MEDICAL CENTER,709 W MAIN STREET,551 HILL COUNTRY DRIVE
6846855,71440,640937,1.0,MEMORIAL HOSPITAL,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,630 EATON AVENUE
9465855,81438,424191,1.0,MEMORIAL HOSPITAL,BUTLER MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,ONE HOSPITAL WAY
9465861,81438,812038,1.0,MEMORIAL HOSPITAL,ST LUKE'S MINERS MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,360 W RUDDLE STREET
5050186,78872,577543,1.0,MEMORIAL HOSPITAL,PEMISCOT COUNTY MEMORIAL HOSPITAL,511 NE 10TH ST,946 EAST REED
9465864,81438,643595,1.0,MEMORIAL HOSPITAL,TYLER MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,5950 STATE ROUTE 6 WEST
5464878,85600,132922,1.0,MEMORIAL HOSPITAL,LOUIS A WEISS MEMORIAL HOSPITAL,1204 MOUND ST,4646 N MARINE DRIVE
5048998,78872,340833,1.0,MEMORIAL HOSPITAL,RIDEOUT MEMORIAL HOSPITAL,511 NE 10TH ST,726 4TH ST
6846863,71440,282090,1.0,MEMORIAL HOSPITAL,MARIETTA MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,401 MATTHEW STREET
9465877,81438,150062,1.0,MEMORIAL HOSPITAL,RIDDLE MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,1068 WEST BALTIMORE PIKE
4613146,83304,362590,1.0,MEMORIAL HOSPITAL,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,1401 WEST LOCUST,500 OSBORN BLVD
9465882,81438,786868,1.0,MEMORIAL HOSPITAL,ABINGTON MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,1200 OLD YORK ROAD
4612079,83304,220714,1.0,MEMORIAL HOSPITAL,WOODLAND MEMORIAL HOSPITAL,1401 WEST LOCUST,1325 COTTONWOOD STREET
4853074,64802,334116,1.0,BEVERLY HOSPITAL,BEVERLY HOSPITAL CORPORATION,309 W BEVERLY BLVD,85 HERRICK STREET
14115370,89565,790803,1.0,REGIONAL MEDICAL CENTER,GOOD SAMARITAN REGIONAL MEDICAL CENTER,709 W MAIN STREET,3600 NW SAMARITAN DRIVE
13712314,84322,177543,1.0,COVENANT MEDICAL CENTER,PRESENCE COVENANT MEDICAL CENTER,3615 19TH STREET,1400 WEST PARK AVENUE
14115624,89565,544389,1.0,REGIONAL MEDICAL CENTER,COOKEVILLE REGIONAL MEDICAL CENTER,709 W MAIN STREET,1 MEDICAL CENTER BOULEVARD
14115628,89565,763752,1.0,REGIONAL MEDICAL CENTER,STARR REGIONAL MEDICAL CENTER ATHENS,709 W MAIN STREET,1114 W MADISON AVE
5182906,78547,790803,1.0,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN REGIONAL MEDICAL CENTER,200 EXEMPLA CIRCLE,3600 NW SAMARITAN DRIVE
5182907,78547,651409,1.0,GOOD SAMARITAN MEDICAL CENTER,LEGACY GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIRCLE,"1015 NW 22ND AVENUE, W121"
9465835,81438,764059,1.0,MEMORIAL HOSPITAL,WAYNE MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,601 PARK STREET
2020851,20861,780992,1.0,JACKSON HOSPITAL,JACKSON PARK HOSPITAL,4250 HOSPITAL DR,7531 S STONY ISLAND AVE
14115642,89565,173058,1.0,REGIONAL MEDICAL CENTER,FORT SANDERS REGIONAL MEDICAL CENTER,709 W MAIN STREET,1901 W CLINCH AVE
4613127,83304,524919,1.0,MEMORIAL HOSPITAL,OTSEGO MEMORIAL HOSPITAL,1401 WEST LOCUST,825 N CENTER AVE
14115698,89565,150079,1.0,REGIONAL MEDICAL CENTER,TITUS REGIONAL MEDICAL CENTER,709 W MAIN STREET,2001 N JEFFERSON
6846885,71440,287601,1.0,MEMORIAL HOSPITAL,LICKING MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,1320 WEST MAIN STREET
14115738,89565,899036,1.0,REGIONAL MEDICAL CENTER,CONROE REGIONAL MEDICAL CENTER,709 W MAIN STREET,504 MEDICAL CENTER BLVD
5470858,52839,642762,1.0,BAPTIST MEMORIAL HOSPITAL,BAPTIST MEMORIAL HOSPITAL NORTH MS,6019 WALNUT GROVE ROAD,2301 SOUTH LAMAR
3454825,60465,159781,1.0,MEMORIAL HOSPITAL,SHERIDAN MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,1401 W 5TH ST
14115755,89565,441910,1.0,REGIONAL MEDICAL CENTER,HUNT REGIONAL MEDICAL CENTER,709 W MAIN STREET,4215 JOE RAMSEY BLVD
3454824,60465,483602,1.0,MEMORIAL HOSPITAL,CAMPBELL COUNTY MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,501 SOUTH BURMA AVENUE
14115769,89565,436738,1.0,REGIONAL MEDICAL CENTER,MATAGORDA REGIONAL MEDICAL CENTER,709 W MAIN STREET,104 7TH STREET
14115770,89565,329251,1.0,REGIONAL MEDICAL CENTER,WILSON N JONES REGIONAL MEDICAL CENTER,709 W MAIN STREET,500 N HIGHLAND AVENUE
